b2gnmda_ns,direction,t_ms,v_mv
2.5,PD,369.75,-25.95649411457983
2.5,PD,370.0,-25.92564090584253
2.5,PD,370.25,-25.868784481615503
2.5,PD,370.5,-25.885903933661012
2.5,PD,370.75,-25.886566182822556
2.5,PD,371.0,-25.893224290984808
2.5,PD,371.25,-25.90337017944599
2.5,PD,371.5,-25.922241428415923
2.5,PD,371.75,-25.918933082350858
2.5,PD,372.0,-25.912182703075693
2.5,PD,372.25,-25.94064632229474
2.5,PD,372.5,-25.96133850930781
2.5,PD,372.75,-25.950452898980163
2.5,PD,373.0,-25.95419362637031
2.5,PD,373.25,-26.335563979299426
2.5,PD,373.5,-26.33496019390863
2.5,PD,373.75,-26.27641109726553
2.5,PD,374.0,-26.223547882906313
2.5,PD,374.25,-26.001490827716793
2.5,PD,374.5,-25.955016604211895
2.5,PD,374.75,-25.93706570307368
2.5,PD,375.0,-25.944275480020504
2.5,PD,375.25,-25.935266085252973
2.5,PD,375.5,-25.95298086469505
2.5,PD,375.75,-25.935373946476343
2.5,PD,376.0,-25.93328737127988
2.5,PD,376.25,-25.93350898494218
2.5,PD,376.5,-25.95594783537347
2.5,PD,376.75,-25.966092065566023
2.5,PD,377.0,-25.958264268231503
2.5,PD,377.25,-26.016027780305766
2.5,PD,377.5,-26.022350110837195
2.5,PD,377.75,-26.01072745825975
2.5,PD,378.0,-26.017367475536492
2.5,PD,378.25,-26.31816743905108
2.5,PD,378.5,-26.339311745740837
2.5,PD,378.75,-26.308707957160642
2.5,PD,379.0,-26.283847033431652
2.5,PD,379.25,-26.30706774203291
2.5,PD,379.5,-26.334622758477686
2.5,PD,379.75,-26.326011140711262
2.5,PD,380.0,-26.321591577597633
2.5,PD,380.25,-26.73477333056315
2.5,PD,380.5,-26.710025979568258
2.5,PD,380.75,-26.649733770378734
2.5,PD,381.0,-26.605200647953765
2.5,PD,381.25,-26.51921799052866
2.5,PD,381.5,-26.496403731340035
2.5,PD,381.75,-26.497513930022624
2.5,PD,382.0,-26.496140549558145
2.5,PD,382.25,-26.508382192810842
2.5,PD,382.5,-26.51101279346225
2.5,PD,382.75,-26.533594387038242
2.5,PD,383.0,-26.534429194835823
2.5,PD,383.25,-26.472758419348096
2.5,PD,383.5,-26.48058101241788
2.5,PD,383.75,-26.502345570071615
2.5,PD,384.0,-26.516373624675445
2.5,PD,384.25,-26.622161733527463
2.5,PD,384.5,-26.642442685737077
2.5,PD,384.75,-26.650159020763258
2.5,PD,385.0,-26.64471516347772
2.5,PD,385.25,-26.48771260591117
2.5,PD,385.5,-26.483220771487527
2.5,PD,385.75,-26.48784920608206
2.5,PD,386.0,-26.53254336880916
2.5,PD,386.25,-26.902332179662924
2.5,PD,386.5,-26.944988178230705
2.5,PD,386.75,-26.92536411596045
2.5,PD,387.0,-26.87783526104509
2.5,PD,387.25,-26.89242026787794
2.5,PD,387.5,-26.88838388153137
2.5,PD,387.75,-26.867759748692027
2.5,PD,388.0,-26.85971375860383
2.5,PD,388.25,-26.969523439329933
2.5,PD,388.5,-27.00535113638861
2.5,PD,388.75,-27.001223981326685
2.5,PD,389.0,-27.012230392663472
2.5,PD,389.25,-26.898878282576433
2.5,PD,389.5,-26.859664263221195
2.5,PD,389.75,-26.85284231510729
2.5,PD,390.0,-26.836968950717687
2.5,PD,390.25,-26.919461519174842
2.5,PD,390.5,-26.923414176771697
2.5,PD,390.75,-26.894690690031112
2.5,PD,391.0,-26.864357001788896
2.5,PD,391.25,-26.795347102911467
2.5,PD,391.5,-26.77324086447946
2.5,PD,391.75,-26.733964552347718
2.5,PD,392.0,-26.713737368387648
2.5,PD,392.25,-26.63194104237516
2.5,PD,392.5,-26.61256100610437
2.5,PD,392.75,-26.600247460298213
2.5,PD,393.0,-26.590805907565816
2.5,PD,393.25,-26.7383000437012
2.5,PD,393.5,-26.79759332617087
2.5,PD,393.75,-26.7982516516041
2.5,PD,394.0,-26.794190521899047
2.5,PD,394.25,-26.62339790781685
2.5,PD,394.5,-26.604796309016837
2.5,PD,394.75,-26.642541151616427
2.5,PD,395.0,-26.66394093762267
2.5,PD,395.25,-26.56529517179353
2.5,PD,395.5,-26.55836580579917
2.5,PD,395.75,-26.56327082048012
2.5,PD,396.0,-26.59321275091394
2.5,PD,396.25,-26.612022158758027
2.5,PD,396.5,-26.634973437128473
2.5,PD,396.75,-26.63557355670572
2.5,PD,397.0,-26.648662336563408
2.5,PD,397.25,-26.595938083520615
2.5,PD,397.5,-26.586143051643823
2.5,PD,397.75,-26.590621162049043
2.5,PD,398.0,-26.586716911898506
2.5,PD,398.25,-26.6500448812925
2.5,PD,398.5,-26.682794774503666
2.5,PD,398.75,-26.687763882082375
2.5,PD,399.0,-26.669779601076396
2.5,PD,399.25,-26.667419124921814
2.5,PD,399.5,-26.64702111527696
2.5,PD,399.75,-26.638465448049473
2.5,PD,400.0,-26.635464971751855
2.5,PD,400.25,-26.61267131912081
2.5,PD,400.5,-26.623077852435458
2.5,PD,400.75,-26.626344003548056
2.5,PD,401.0,-26.642884031216507
2.5,PD,401.25,-26.8521378239233
2.5,PD,401.5,-26.896162861939963
2.5,PD,401.75,-26.89102382058449
2.5,PD,402.0,-26.88854058889528
2.5,PD,402.25,-26.963716909266783
2.5,PD,402.5,-27.018571038239042
2.5,PD,402.75,-27.029397707813924
2.5,PD,403.0,-27.01059715403275
2.5,PD,403.25,-27.374654141729415
2.5,PD,403.5,-27.44241760903781
2.5,PD,403.75,-27.417530058037716
2.5,PD,404.0,-27.382179135243263
2.5,PD,404.25,-27.296922524260975
2.5,PD,404.5,-27.26743333192571
2.5,PD,404.75,-27.241765614302878
2.5,PD,405.0,-27.224944742192914
2.5,PD,405.25,-27.27159407873098
2.5,PD,405.5,-27.284328807483327
2.5,PD,405.75,-27.264777450466603
2.5,PD,406.0,-27.254082421567578
2.5,PD,406.25,-27.21520887690749
2.5,PD,406.5,-27.189293898784157
2.5,PD,406.75,-27.18991682460135
2.5,PD,407.0,-27.19596480118817
2.5,PD,407.25,-27.224256375727812
2.5,PD,407.5,-27.269173378931416
2.5,PD,407.75,-27.278298513006956
2.5,PD,408.0,-27.294377884292647
2.5,PD,408.25,-27.218933805927467
2.5,PD,408.5,-27.190847853511787
2.5,PD,408.75,-27.185146470945742
2.5,PD,409.0,-27.19966801397563
2.5,PD,409.25,-27.45873450534586
2.5,PD,409.5,-27.470573800803468
2.5,PD,409.75,-27.45315291980353
2.5,PD,410.0,-27.424368227448305
2.5,PD,410.25,-27.474212865241192
2.5,PD,410.5,-27.526634114083976
2.5,PD,410.75,-27.529414577512853
2.5,PD,411.0,-27.506375655014757
2.5,PD,411.25,-27.729091566010815
2.5,PD,411.5,-27.73936854598556
2.5,PD,411.75,-27.73553003295921
2.5,PD,412.0,-27.727010430980926
2.5,PD,412.25,-27.56687480917858
2.5,PD,412.5,-27.56452526280578
2.5,PD,412.75,-27.574007109143132
2.5,PD,413.0,-27.564177909926297
2.5,PD,413.25,-27.521140935124233
2.5,PD,413.5,-27.504809182280123
2.5,PD,413.75,-27.48446672693153
2.5,PD,414.0,-27.479522638521857
2.5,PD,414.25,-27.56788492198409
2.5,PD,414.5,-27.616094484958833
2.5,PD,414.75,-27.64634041376732
2.5,PD,415.0,-27.63498868901096
2.5,PD,415.25,-27.795003150498438
2.5,PD,415.5,-27.854295345697256
2.5,PD,415.75,-27.855944336821004
2.5,PD,416.0,-27.842749918738743
2.5,PD,416.25,-28.028936590378258
2.5,PD,416.5,-28.04452657155029
2.5,PD,416.75,-28.007607553496946
2.5,PD,417.0,-27.973395281071582
2.5,PD,417.25,-27.99300262049053
2.5,PD,417.5,-28.010146962935085
2.5,PD,417.75,-27.990487375095583
2.5,PD,418.0,-27.978710537007967
2.5,PD,418.25,-27.92301209254101
2.5,PD,418.5,-27.90020558629925
2.5,PD,418.75,-27.91087328785975
2.5,PD,419.0,-27.908442052668516
2.5,PD,419.25,-27.95574263209331
2.5,PD,419.5,-27.96849332811804
2.5,PD,419.75,-27.980030846341805
2.5,PD,420.0,-27.974682890627623
2.5,PD,420.25,-27.897959546841015
2.5,PD,420.5,-27.859636336270377
2.5,PD,420.75,-27.831706092922847
2.5,PD,421.0,-27.8131990970476
2.5,PD,421.25,-27.72724725519631
2.5,PD,421.5,-27.723682204378775
2.5,PD,421.75,-27.71970315268749
2.5,PD,422.0,-27.731157496119827
2.5,PD,422.25,-27.73722821371524
2.5,PD,422.5,-27.73378670039805
2.5,PD,422.75,-27.749355507584376
2.5,PD,423.0,-27.74331747732137
2.5,PD,423.25,-27.60335664932658
2.5,PD,423.5,-27.536905160899273
2.5,PD,423.75,-27.49790765046501
2.5,PD,424.0,-27.486499484206302
2.5,PD,424.25,-27.621507804626546
2.5,PD,424.5,-27.6190314415672
2.5,PD,424.75,-27.60329403611715
2.5,PD,425.0,-27.603096310452187
2.5,PD,425.25,-27.630008565537143
2.5,PD,425.5,-27.593357750705902
2.5,PD,425.75,-27.575572868814742
2.5,PD,426.0,-27.560934470255578
2.5,PD,426.25,-27.55712309552938
2.5,PD,426.5,-27.56320028320615
2.5,PD,426.75,-27.537837452377175
2.5,PD,427.0,-27.545531562760317
2.5,PD,427.25,-27.47154240445323
2.5,PD,427.5,-27.476264450883267
2.5,PD,427.75,-27.467844794607263
2.5,PD,428.0,-27.470698212800773
2.5,PD,428.25,-27.458660234926494
2.5,PD,428.5,-27.460896181274716
2.5,PD,428.75,-27.4526658944983
2.5,PD,429.0,-27.479241247492457
2.5,PD,429.25,-27.30138780199991
2.5,PD,429.5,-27.297780140023708
2.5,PD,429.75,-27.316329595005552
2.5,PD,430.0,-27.34725626480396
2.5,PD,430.25,-27.472656626725414
2.5,PD,430.5,-27.590493098223817
2.5,PD,430.75,-27.6270684536185
2.5,PD,431.0,-27.638470643161817
2.5,PD,431.25,-27.596898358521138
2.5,PD,431.5,-27.55544103477423
2.5,PD,431.75,-27.526031213363275
2.5,PD,432.0,-27.531092677165486
2.5,PD,432.25,-27.56400729164214
2.5,PD,432.5,-27.54568049162078
2.5,PD,432.75,-27.52475670577946
2.5,PD,433.0,-27.495492483238607
2.5,PD,433.25,-27.369627434670953
2.5,PD,433.5,-27.35356666317975
2.5,PD,433.75,-27.37493548520048
2.5,PD,434.0,-27.386535644603
2.5,PD,434.25,-27.43280171542683
2.5,PD,434.5,-27.4754426815137
2.5,PD,434.75,-27.48488667503643
2.5,PD,435.0,-27.49913724922868
2.5,PD,435.25,-27.55437927109733
2.5,PD,435.5,-27.581570615579484
2.5,PD,435.75,-27.587181665406764
2.5,PD,436.0,-27.60497837047204
2.5,PD,436.25,-27.47357138274349
2.5,PD,436.5,-27.48408261753096
2.5,PD,436.75,-27.505566683319987
2.5,PD,437.0,-27.530416581239276
2.5,PD,437.25,-27.2045931910401
2.5,PD,437.5,-27.255019125323226
2.5,PD,437.75,-27.327879064018433
2.5,PD,438.0,-27.407259483360992
2.5,PD,438.25,-27.461691529711416
2.5,PD,438.5,-27.513482751779893
2.5,PD,438.75,-27.54117014550404
2.5,PD,439.0,-27.57853273347197
2.5,PD,439.25,-27.474164186255436
2.5,PD,439.5,-27.456234766485014
2.5,PD,439.75,-27.435168649586934
2.5,PD,440.0,-27.4485634942778
2.5,PD,440.25,-27.432023292805553
2.5,PD,440.5,-27.43552162128688
2.5,PD,440.75,-27.435235058980535
2.5,PD,441.0,-27.438853577275587
2.5,PD,441.25,-27.281745123161855
2.5,PD,441.5,-27.271321655208496
2.5,PD,441.75,-27.289281875685372
2.5,PD,442.0,-27.316936149437446
2.5,PD,442.25,-27.31609050398279
2.5,PD,442.5,-27.35078420833827
2.5,PD,442.75,-27.38173373518574
2.5,PD,443.0,-27.382730907888213
2.5,PD,443.25,-27.644362648229055
2.5,PD,443.5,-27.70066286617063
2.5,PD,443.75,-27.69502434317642
2.5,PD,444.0,-27.669593188811547
2.5,PD,444.25,-27.484729736634957
2.5,PD,444.5,-27.460481167154562
2.5,PD,444.75,-27.473889832403
2.5,PD,445.0,-27.481067065867975
2.5,PD,445.25,-27.460405026619384
2.5,PD,445.5,-27.468120489195872
2.5,PD,445.75,-27.476719115082275
2.5,PD,446.0,-27.502627047457892
2.5,PD,446.25,-27.496259572415763
2.5,PD,446.5,-27.509968901312146
2.5,PD,446.75,-27.5186481019212
2.5,PD,447.0,-27.536918562464244
2.5,PD,447.25,-27.81712324541295
2.5,PD,447.5,-27.93799793229207
2.5,PD,447.75,-27.953909014823168
2.5,PD,448.0,-27.92838294267798
2.5,PD,448.25,-27.717229021847302
2.5,PD,448.5,-27.646476909048914
2.5,PD,448.75,-27.606986622037454
2.5,PD,449.0,-27.583612481302037
2.5,PD,449.25,-27.597178960965838
2.5,PD,449.5,-27.604412399591084
2.5,PD,449.75,-27.584358619798856
2.5,PD,450.0,-27.567151795455025
2.5,PD,450.25,-27.591439159492243
2.5,PD,450.5,-27.610139285096214
2.5,PD,450.75,-27.6232410111455
2.5,PD,451.0,-27.627212026879874
2.5,PD,451.25,-27.6299956403337
2.5,PD,451.5,-27.65358074964397
2.5,PD,451.75,-27.663843339446828
2.5,PD,452.0,-27.66226891881837
2.5,PD,452.25,-27.673932379278444
2.5,PD,452.5,-27.67905803595027
2.5,PD,452.75,-27.66484502693414
2.5,PD,453.0,-27.655607368825518
2.5,PD,453.25,-27.536331403218004
2.5,PD,453.5,-27.528252510961607
2.5,PD,453.75,-27.527348392771664
2.5,PD,454.0,-27.556088029598094
2.5,PD,454.25,-27.668021973413662
2.5,PD,454.5,-27.72180702052801
2.5,PD,454.75,-27.73530342979675
2.5,PD,455.0,-27.733726703847523
2.5,PD,455.25,-27.781955196765495
2.5,PD,455.5,-27.787367486799777
2.5,PD,455.75,-27.778155063940446
2.5,PD,456.0,-27.7845344710181
2.5,PD,456.25,-27.726286826623223
2.5,PD,456.5,-27.702751338454846
2.5,PD,456.75,-27.683244851568602
2.5,PD,457.0,-27.678733923756333
2.5,PD,457.25,-27.77416072591808
2.5,PD,457.5,-27.83735862818317
2.5,PD,457.75,-27.873925721490913
2.5,PD,458.0,-27.897312650113516
2.5,PD,458.25,-27.929647302607236
2.5,PD,458.5,-27.95591348376328
2.5,PD,458.75,-27.957691955513436
2.5,PD,459.0,-27.944752882049034
2.5,PD,459.25,-27.942125140098625
2.5,PD,459.5,-27.930221945146126
2.5,PD,459.75,-27.927109248617434
2.5,PD,460.0,-27.921768944058563
2.5,PD,460.25,-27.930554003057395
2.5,PD,460.5,-27.916294262908472
2.5,PD,460.75,-27.91773610050649
2.5,PD,461.0,-27.91784721238144
2.5,PD,461.25,-27.932741433420283
2.5,PD,461.5,-28.0042905973136
2.5,PD,461.75,-28.04895370383177
2.5,PD,462.0,-28.080346753226983
2.5,PD,462.25,-28.047713630165564
2.5,PD,462.5,-28.010627681794315
2.5,PD,462.75,-27.979953014313043
2.5,PD,463.0,-27.96708511383198
2.5,PD,463.25,-28.02583245786017
2.5,PD,463.5,-28.044693414575622
2.5,PD,463.75,-28.047449934704087
2.5,PD,464.0,-28.04549688980787
2.5,PD,464.25,-28.087997587098616
2.5,PD,464.5,-28.141366246925184
2.5,PD,464.75,-28.15088003038621
2.5,PD,465.0,-28.16068990590594
2.5,PD,465.25,-28.376088245077902
2.5,PD,465.5,-28.413461881470408
2.5,PD,465.75,-28.413956315105924
2.5,PD,466.0,-28.39570606267894
2.5,PD,466.25,-28.184131913251466
2.5,PD,466.5,-28.112652506711747
2.5,PD,466.75,-28.094678665409255
2.5,PD,467.0,-28.062842073698334
2.5,PD,467.25,-27.9126826541429
2.5,PD,467.5,-27.877187129519584
2.5,PD,467.75,-27.871667942499034
2.5,PD,468.0,-27.88555954571463
2.5,PD,468.25,-27.560277769149668
2.5,PD,468.5,-27.54624639598847
2.5,PD,468.75,-27.594250188498684
2.5,PD,469.0,-27.645318609892698
2.5,PD,469.25,-27.53749640572174
2.5,PD,469.5,-27.529794987048184
2.5,PD,469.75,-27.546997067079133
2.5,PD,470.0,-27.570321329336476
2.5,PD,470.25,-27.58523784794569
2.5,PD,470.5,-27.62854493034082
2.5,PD,470.75,-27.624397943440705
2.5,PD,471.0,-27.629337361237706
2.5,PD,471.25,-27.500385323125332
2.5,PD,471.5,-27.452283297011167
2.5,PD,471.75,-27.45605696597781
2.5,PD,472.0,-27.449101427725584
2.5,PD,472.25,-27.339445535180218
2.5,PD,472.5,-27.308799755260107
2.5,PD,472.75,-27.293758148052454
2.5,PD,473.0,-27.30035700335854
2.5,PD,473.25,-27.26687633730898
2.5,PD,473.5,-27.28771781842423
2.5,PD,473.75,-27.31465058695595
2.5,PD,474.0,-27.3271118517753
2.5,PD,474.25,-27.658195128074706
2.5,PD,474.5,-27.755106018722778
2.5,PD,474.75,-27.749042622930418
2.5,PD,475.0,-27.717567381290767
2.5,PD,475.25,-27.739212055232603
2.5,PD,475.5,-27.743674878599137
2.5,PD,475.75,-27.72742648244256
2.5,PD,476.0,-27.68486495417955
2.5,PD,476.25,-27.48878473517095
2.5,PD,476.5,-27.43653815830992
2.5,PD,476.75,-27.420405461502444
2.5,PD,477.0,-27.430568901387982
2.5,PD,477.25,-27.3806225326908
2.5,PD,477.5,-27.352985319058007
2.5,PD,477.75,-27.347441755397472
2.5,PD,478.0,-27.335159692187958
2.5,PD,478.25,-27.340893538497564
2.5,PD,478.5,-27.367164014644647
2.5,PD,478.75,-27.369071571557264
2.5,PD,479.0,-27.388861619116575
2.5,PD,479.25,-27.38307898761614
2.5,PD,479.5,-27.36368767757825
2.5,PD,479.75,-27.361662222419305
2.5,PD,480.0,-27.35709706685377
2.5,PD,480.25,-27.362765930659574
2.5,PD,480.5,-27.380521032778034
2.5,PD,480.75,-27.39550782214502
2.5,PD,481.0,-27.394798594738834
2.5,PD,481.25,-27.483637070740844
2.5,PD,481.5,-27.52819566717795
2.5,PD,481.75,-27.54672036619164
2.5,PD,482.0,-27.547344889796257
2.5,PD,482.25,-27.403525447635804
2.5,PD,482.5,-27.41547235012709
2.5,PD,482.75,-27.458868753812144
2.5,PD,483.0,-27.504125631185467
2.5,PD,483.25,-27.655637973174834
2.5,PD,483.5,-27.751749944124658
2.5,PD,483.75,-27.76234250522256
2.5,PD,484.0,-27.782675190073235
2.5,PD,484.25,-27.868480245099377
2.5,PD,484.5,-27.889450242703237
2.5,PD,484.75,-27.88257205023793
2.5,PD,485.0,-27.888235811562616
2.5,PD,485.25,-27.90639252014383
2.5,PD,485.5,-27.928249039497864
2.5,PD,485.75,-27.946276918585735
2.5,PD,486.0,-27.953881416955323
2.5,PD,486.25,-27.835505257021406
2.5,PD,486.5,-27.838293211731056
2.5,PD,486.75,-27.877571295107295
2.5,PD,487.0,-27.902537440715303
2.5,PD,487.25,-27.909349354669445
2.5,PD,487.5,-27.958157706299392
2.5,PD,487.75,-27.982231787444064
2.5,PD,488.0,-28.00117035765371
2.5,PD,488.25,-27.738765338748976
2.5,PD,488.5,-27.700954641352332
2.5,PD,488.75,-27.707733985726076
2.5,PD,489.0,-27.72794622002599
2.5,PD,489.25,-27.739293969074115
2.5,PD,489.5,-27.790988206034445
2.5,PD,489.75,-27.82271521844868
2.5,PD,490.0,-27.847787869345474
2.5,PD,490.25,-27.74614241352668
2.5,PD,490.5,-27.69665012791287
2.5,PD,490.75,-27.668622564609187
2.5,PD,491.0,-27.67640225555049
2.5,PD,491.25,-27.579131834437007
2.5,PD,491.5,-27.567000997979736
2.5,PD,491.75,-27.550832589350748
2.5,PD,492.0,-27.554981137858622
2.5,PD,492.25,-27.45606979366748
2.5,PD,492.5,-27.42230389085743
2.5,PD,492.75,-27.412858090703743
2.5,PD,493.0,-27.42095811058197
2.5,PD,493.25,-27.599799385533128
2.5,PD,493.5,-27.556427772234446
2.5,PD,493.75,-27.521524210027035
2.5,PD,494.0,-27.481960377474117
2.5,PD,494.25,-27.25284940859865
2.5,PD,494.5,-27.195380418314752
2.5,PD,494.75,-27.204250432872023
2.5,PD,495.0,-27.218395126335206
2.5,PD,495.25,-27.33464042806941
2.5,PD,495.5,-27.43934436898608
2.5,PD,495.75,-27.499588402641155
2.5,PD,496.0,-27.516988656825802
2.5,PD,496.25,-27.389062355178112
2.5,PD,496.5,-27.375649969723668
2.5,PD,496.75,-27.36031586501635
2.5,PD,497.0,-27.348224943344807
2.5,PD,497.25,-27.333222180739483
2.5,PD,497.5,-27.310472140825002
2.5,PD,497.75,-27.31443338870668
2.5,PD,498.0,-27.307849419178556
2.5,PD,498.25,-27.297720623180023
2.5,PD,498.5,-27.293471723396266
2.5,PD,498.75,-27.276171435249832
2.5,PD,499.0,-27.293496990351468
2.5,PD,499.25,-27.289022982362003
2.5,PD,499.5,-27.270961569893387
2.5,PD,499.75,-27.26800772784857
2.5,PD,500.0,-27.27120909279793
2.5,PD,500.25,-27.163908004152
2.5,PD,500.5,-27.151731690580288
2.5,PD,500.75,-27.135039401921198
2.5,PD,501.0,-27.140979794262872
2.5,PD,501.25,-26.965068320729973
2.5,PD,501.5,-26.932227727590504
2.5,PD,501.75,-26.964549910229767
2.5,PD,502.0,-26.995079762182804
2.5,PD,502.25,-26.905429146023746
2.5,PD,502.5,-26.93241502042913
2.5,PD,502.75,-26.972381171762986
2.5,PD,503.0,-27.01742070764248
2.5,PD,503.25,-26.84074260430465
2.5,PD,503.5,-26.84874869235895
2.5,PD,503.75,-26.888811116667334
2.5,PD,504.0,-26.916515538479636
2.5,PD,504.25,-27.130450052417423
2.5,PD,504.5,-27.158671890632622
2.5,PD,504.75,-27.144084430460833
2.5,PD,505.0,-27.120621127295813
2.5,PD,505.25,-27.004131877203974
2.5,PD,505.5,-27.019578669494805
2.5,PD,505.75,-27.052697128943418
2.5,PD,506.0,-27.08908236028494
2.5,PD,506.25,-27.214016660155302
2.5,PD,506.5,-27.27988406065186
2.5,PD,506.75,-27.314222986930382
2.5,PD,507.0,-27.338991234061606
2.5,PD,507.25,-27.25185281351238
2.5,PD,507.5,-27.203988418187652
2.5,PD,507.75,-27.19353051330154
2.5,PD,508.0,-27.18267989810787
2.5,PD,508.25,-27.14246268484269
2.5,PD,508.5,-27.193040063245945
2.5,PD,508.75,-27.21973745102949
2.5,PD,509.0,-27.24027679409485
2.5,PD,509.25,-26.913902675794706
2.5,PD,509.5,-26.834320516072758
2.5,PD,509.75,-26.830172392050763
2.5,PD,510.0,-26.86414512177039
2.5,PD,510.25,-26.907714683075426
2.5,PD,510.5,-26.931919539253357
2.5,PD,510.75,-26.93624677170492
2.5,PD,511.0,-26.93831345648681
2.5,PD,511.25,-26.972840870826747
2.5,PD,511.5,-26.97663361671735
2.5,PD,511.75,-26.991530845571052
2.5,PD,512.0,-27.003681485637607
2.5,PD,512.25,-27.035491605639525
2.5,PD,512.5,-27.039951301382718
2.5,PD,512.75,-27.071565084430322
2.5,PD,513.0,-27.08500220378089
2.5,PD,513.25,-27.327490725996263
2.5,PD,513.5,-27.332928228174943
2.5,PD,513.75,-27.328680560455744
2.5,PD,514.0,-27.323508058726382
2.5,PD,514.25,-27.312279713111394
2.5,PD,514.5,-27.299166130358955
2.5,PD,514.75,-27.287434437604208
2.5,PD,515.0,-27.290757906725357
2.5,PD,515.25,-27.322860093365474
2.5,PD,515.5,-27.40197784871087
2.5,PD,515.75,-27.45234434359018
2.5,PD,516.0,-27.474955908598975
2.5,PD,516.25,-27.47138919181295
2.5,PD,516.5,-27.488727761488615
2.5,PD,516.75,-27.4791031253146
2.5,PD,517.0,-27.474240755817632
2.5,PD,517.25,-27.50073334137466
2.5,PD,517.5,-27.55486822388608
2.5,PD,517.75,-27.59320925182647
2.5,PD,518.0,-27.59680327224461
2.5,PD,518.25,-27.527485582978763
2.5,PD,518.5,-27.52005375691968
2.5,PD,518.75,-27.54294323388156
2.5,PD,519.0,-27.573540888162725
2.5,PD,519.25,-27.67126757866851
2.5,PD,519.5,-27.737181879255346
2.5,PD,519.75,-27.758522785064244
2.5,PD,520.0,-27.76912107928052
2.5,PD,520.25,-28.01917627531392
2.5,PD,520.5,-28.080205641186556
2.5,PD,520.75,-28.08026661647719
2.5,PD,521.0,-28.051029295725417
2.5,PD,521.25,-27.908828565268173
2.5,PD,521.5,-27.90336122396271
2.5,PD,521.75,-27.90108151218943
2.5,PD,522.0,-27.91121154986505
2.5,PD,522.25,-27.986663602881727
2.5,PD,522.5,-28.019633299949703
2.5,PD,522.75,-28.04005262201817
2.5,PD,523.0,-28.03658117581762
2.5,PD,523.25,-28.028478507626787
2.5,PD,523.5,-28.00517302440102
2.5,PD,523.75,-27.984942477109723
2.5,PD,524.0,-27.988756280339455
2.5,PD,524.25,-28.11385217187853
2.5,PD,524.5,-28.127688844105823
2.5,PD,524.75,-28.110466777518997
2.5,PD,525.0,-28.095072699622783
2.5,PD,525.25,-28.04917498534849
2.5,PD,525.5,-28.030955114873088
2.5,PD,525.75,-28.03417654155828
2.5,PD,526.0,-28.057469073701608
2.5,PD,526.25,-27.834118801571048
2.5,PD,526.5,-27.82605546226752
2.5,PD,526.75,-27.839186546768527
2.5,PD,527.0,-27.881730769881703
2.5,PD,527.25,-27.831698272826028
2.5,PD,527.5,-27.818690786942984
2.5,PD,527.75,-27.83260923233136
2.5,PD,528.0,-27.85335727138383
2.5,PD,528.25,-28.06682662584526
2.5,PD,528.5,-28.13912184422403
2.5,PD,528.75,-28.13194473536232
2.5,PD,529.0,-28.130227571469494
2.5,PD,529.25,-28.123827203722897
2.5,PD,529.5,-28.129149146613408
2.5,PD,529.75,-28.133418458914008
2.5,PD,530.0,-28.153633329641085
2.5,PD,530.25,-28.242253134434485
2.5,PD,530.5,-28.32030306692002
2.5,PD,530.75,-28.3569273095638
2.5,PD,531.0,-28.384744025206153
2.5,PD,531.25,-28.51972351504764
2.5,PD,531.5,-28.484309426702804
2.5,PD,531.75,-28.42939241408759
2.5,PD,532.0,-28.371381523321777
2.5,PD,532.25,-28.315583308157652
2.5,PD,532.5,-28.331288248548088
2.5,PD,532.75,-28.332907459292212
2.5,PD,533.0,-28.35131892833916
2.5,PD,533.25,-28.33455372777317
2.5,PD,533.5,-28.34837790040191
2.5,PD,533.75,-28.36127413020041
2.5,PD,534.0,-28.36978866213726
2.5,PD,534.25,-28.248386918474598
2.5,PD,534.5,-28.2291200865823
2.5,PD,534.75,-28.240749240496694
2.5,PD,535.0,-28.249434909337864
2.5,PD,535.25,-28.292815114365936
2.5,PD,535.5,-28.345394789861555
2.5,PD,535.75,-28.358930912564137
2.5,PD,536.0,-28.376389121713498
2.5,PD,536.25,-28.38175953428321
2.5,PD,536.5,-28.390454791943448
2.5,PD,536.75,-28.418218397664383
2.5,PD,537.0,-28.44727706679804
2.5,PD,537.25,-28.426253280087217
2.5,PD,537.5,-28.449591139189945
2.5,PD,537.75,-28.46041569882746
2.5,PD,538.0,-28.472078626713085
2.5,PD,538.25,-28.57350661159369
2.5,PD,538.5,-28.583152137236027
2.5,PD,538.75,-28.56405695950298
2.5,PD,539.0,-28.556632730775462
2.5,PD,539.25,-28.544795295336083
2.5,PD,539.5,-28.525650012420734
2.5,PD,539.75,-28.526741755570647
2.5,PD,540.0,-28.524079405276176
2.5,PD,540.25,-28.60566569954417
2.5,PD,540.5,-28.655200765596973
2.5,PD,540.75,-28.682627234511468
2.5,PD,541.0,-28.679672494682034
2.5,PD,541.25,-28.600229859286532
2.5,PD,541.5,-28.565514269188423
2.5,PD,541.75,-28.557341502225288
2.5,PD,542.0,-28.555638791988674
2.5,PD,542.25,-28.561039300570503
2.5,PD,542.5,-28.592530144556527
2.5,PD,542.75,-28.628699285871075
2.5,PD,543.0,-28.638937737779095
2.5,PD,543.25,-28.74035815070517
2.5,PD,543.5,-28.777738078497194
2.5,PD,543.75,-28.77617028582387
2.5,PD,544.0,-28.776254096228314
2.5,PD,544.25,-29.122352751797624
