,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10
NAP_SOMA_GBAR,0.04231752242351028,-0.7272258220121498,0.053244876575566015,-0.021532225038356834,-0.01159952770630717,0.02976942399217713,-0.042076286047302985,0.019065705522911827,0.07532443442327719,0.05351372939630241
NAP_PRIMARY_GBAR,0.1819860773277053,0.4711276901610508,-0.15977647083547758,-0.003219220640279055,0.015333535846672089,0.07469466276183605,-0.21235781976794768,-0.007569066932092365,0.07969597096281171,0.06554718677283841
NAP_MID_GBAR,0.15288733521172565,0.14812367688598418,-0.49685717479544345,0.15997690794820027,0.05859623029466923,-0.1747934326236166,-0.10726644999766836,-0.212772210976458,-0.044212573573321985,-0.027201072797306852
NAP_TERMINAL_GBAR,-0.10609597808089477,-0.09886300247520143,-0.09773986111389493,-0.022868087921477036,0.15576709344957135,-0.06889932296433053,0.030548591047418836,-0.433200593388598,0.11466303459109234,0.037373995367798736
NAP_AIS_GBAR,0.03841714625733398,-0.16113168915095674,0.11087783484366319,-0.16472250326822516,-0.3416727128136535,0.08398916801568768,-0.23533697986917437,0.11557135298172433,0.22566256426333303,-0.020220634550168776
BK_SOMA_GBAR,0.24882352804942265,0.004156834533454401,-0.7126731236028674,-0.07078684194256929,0.10309663996213742,0.009808049585446607,0.08589176600356906,0.024059675798053945,-0.07656613695952,0.04757131320002725
BK_PRIMARY_GBAR,-0.2722024307995686,0.12821779437203304,0.013946504463199477,0.26101746891959604,0.31368869711488656,0.06906081215247006,0.12880754056153706,-0.03553887335432122,0.07889410441933621,0.018988371311189453
BK_MID_GBAR,-0.03664328912859189,-0.13017719920225407,0.15745200265239506,-0.031506785343008346,-0.19317235495528617,0.13803793706622267,0.07708089460130886,0.31698607758122,0.0926928564293127,0.03006022044711793
BK_TERMINAL_GBAR,-0.21101787787199797,0.17748931648538618,-0.06065511596171743,0.03007981236320311,0.07769563252699382,0.25407831806514347,-0.012353691644616359,-0.1786706790514775,-0.16894135665027396,0.09559821655670224
BK_AIS_GBAR,-0.33093125373487536,-0.34214230627432296,0.05914742015170522,-0.03489763130571802,-0.20115979261764874,0.22831952676872574,0.1010211006512777,-0.16842117011238683,0.03154404184430487,0.06770795993996877
SK_SOMA_GBAR,-0.1165871385910159,0.6065937968622119,-0.10155608509612779,0.07089626202467042,0.11144844838301748,0.04802655196799399,0.03219516483646555,0.08345229092826398,0.05984504342411585,0.052439622141461056
SK_PRIMARY_GBAR,-0.1490227812140987,0.08567084474338679,0.020340214356710896,0.42372224231725036,0.1799309476288923,0.061304659151050385,0.013587456567847923,0.03472607208304113,-0.010656302577829872,0.0009803500523246523
SK_MID_GBAR,-0.015106014386420792,0.16112784622374363,0.0121778195960661,0.02711096758806525,0.09164538947721432,0.05982648347912885,-0.1792350736736294,-0.10022499791898679,-0.105755549558313,0.014321589443098246
SK_TERMINAL_GBAR,0.4361510074217333,-0.20959718441665523,-0.10037003643425878,-0.34216797917179964,0.03831595547094018,0.0035697635409787883,0.061609540926892595,0.04342590511552987,-0.11202635132812865,-0.10480481659135821
SK_AIS_GBAR,-0.5012303834626021,-0.032624187115061876,0.23285824040638753,-0.0418451334708475,0.19461442645434504,0.035451304238569466,0.01149207931899201,-0.00014821134809003234,0.0495929111313232,0.03635103183996799
KDR_GBAR,0.27167970157637417,0.18798980636325943,-0.6634810243612409,-0.041454923847512155,-0.12125453759602457,-0.12261006549005143,0.11132169500802164,-0.0907375491086978,0.04733783943404993,-0.10366589890670005
