generation,cell_index,mi_count_bits,atp_per_spike_molecules,corner_label,share_soma,share_ais,share_dend
8,696,0.6309412443480125,11975144.05071379,high_mi_high_atp,0.8012308547144396,0.041432285290269225,0.15733685999529123
8,698,0.17179332732076766,26523029.88100525,low_mi_high_atp,0.463245312072949,0.03752654002956682,0.4992281478974841
8,701,0.0,71622912.94865857,low_mi_high_atp,0.24471502962381006,0.009471806798945678,0.7458131635772443
8,703,0.0,18247564.73374864,low_mi_high_atp,0.5359265087838608,0.029829058596333335,0.4342444326198058
8,704,0.0,8982133.604615226,low_mi_high_atp,0.9666558984781543,0.03247471527146107,0.0008693862503847998
8,705,0.0,9654112.27977863,low_mi_high_atp,0.7865597883418682,0.07110905148578607,0.14233116017234557
8,706,0.0,8056025.73331307,low_mi_high_atp,0.9255713943824772,0.070235178024322,0.004193427593200906
8,707,0.0,11545224.50085574,low_mi_high_atp,0.9707492671889999,0.029017115176012038,0.00023361763498819553
8,709,0.0039060116788910415,13818447.531220749,low_mi_high_atp,0.6242434892618682,0.029456513726953366,0.3462999970111783
8,711,0.0,13148651.948906375,low_mi_high_atp,0.7999881195885343,0.04305766604612759,0.15695421436533813
8,716,0.0,10041079.270961497,low_mi_high_atp,0.916510908627194,0.08240677700577581,0.001082314367030174
