mode,direction,t_ms,v_mv
EPSP_PASSIVE,ND,575.0000,-43.121030
EPSP_PASSIVE,ND,575.1000,-43.159514
EPSP_PASSIVE,ND,575.2000,-43.186212
EPSP_PASSIVE,ND,575.3000,-43.222655
EPSP_PASSIVE,ND,575.4000,-43.260910
EPSP_PASSIVE,ND,575.5000,-43.313346
EPSP_PASSIVE,ND,575.6000,-43.363225
EPSP_PASSIVE,ND,575.7000,-43.414152
EPSP_PASSIVE,ND,575.8000,-43.463948
EPSP_PASSIVE,ND,575.9000,-43.529747
EPSP_PASSIVE,ND,576.0000,-43.585453
EPSP_PASSIVE,ND,576.1000,-43.548331
EPSP_PASSIVE,ND,576.2000,-43.510709
EPSP_PASSIVE,ND,576.3000,-43.473218
EPSP_PASSIVE,ND,576.4000,-43.455120
EPSP_PASSIVE,ND,576.5000,-43.450294
EPSP_PASSIVE,ND,576.6000,-43.448339
EPSP_PASSIVE,ND,576.7000,-43.470388
EPSP_PASSIVE,ND,576.8000,-43.487706
EPSP_PASSIVE,ND,576.9000,-43.521724
EPSP_PASSIVE,ND,577.0000,-43.547867
EPSP_PASSIVE,ND,577.1000,-43.570906
EPSP_PASSIVE,ND,577.2000,-43.591718
EPSP_PASSIVE,ND,577.3000,-43.609229
EPSP_PASSIVE,ND,577.4000,-43.617386
EPSP_PASSIVE,ND,577.5000,-43.634684
EPSP_PASSIVE,ND,577.6000,-43.656382
EPSP_PASSIVE,ND,577.7000,-43.680890
EPSP_PASSIVE,ND,577.8000,-43.715653
EPSP_PASSIVE,ND,577.9000,-43.759105
EPSP_PASSIVE,ND,578.0000,-43.803029
EPSP_PASSIVE,ND,578.1000,-43.827114
EPSP_PASSIVE,ND,578.2000,-43.835873
EPSP_PASSIVE,ND,578.3000,-43.855779
EPSP_PASSIVE,ND,578.4000,-43.854295
EPSP_PASSIVE,ND,578.5000,-43.874038
EPSP_PASSIVE,ND,578.6000,-43.902517
EPSP_PASSIVE,ND,578.7000,-43.932522
EPSP_PASSIVE,ND,578.8000,-43.974337
EPSP_PASSIVE,ND,578.9000,-44.012930
EPSP_PASSIVE,ND,579.0000,-44.063602
EPSP_PASSIVE,ND,579.1000,-43.908032
EPSP_PASSIVE,ND,579.2000,-43.794638
EPSP_PASSIVE,ND,579.3000,-43.718569
EPSP_PASSIVE,ND,579.4000,-43.670588
EPSP_PASSIVE,ND,579.5000,-43.642278
EPSP_PASSIVE,ND,579.6000,-43.651693
EPSP_PASSIVE,ND,579.7000,-43.668626
EPSP_PASSIVE,ND,579.8000,-43.692143
EPSP_PASSIVE,ND,579.9000,-43.725635
EPSP_PASSIVE,ND,580.0000,-43.755757
EPSP_PASSIVE,ND,580.1000,-43.716267
EPSP_PASSIVE,ND,580.2000,-43.661643
EPSP_PASSIVE,ND,580.3000,-43.619020
EPSP_PASSIVE,ND,580.4000,-43.590406
EPSP_PASSIVE,ND,580.5000,-43.582306
EPSP_PASSIVE,ND,580.6000,-43.589213
EPSP_PASSIVE,ND,580.7000,-43.586720
EPSP_PASSIVE,ND,580.8000,-43.621323
EPSP_PASSIVE,ND,580.9000,-43.653237
EPSP_PASSIVE,ND,581.0000,-43.692605
EPSP_PASSIVE,ND,581.1000,-43.649769
EPSP_PASSIVE,ND,581.2000,-43.621074
EPSP_PASSIVE,ND,581.3000,-43.591607
EPSP_PASSIVE,ND,581.4000,-43.591465
EPSP_PASSIVE,ND,581.5000,-43.597622
EPSP_PASSIVE,ND,581.6000,-43.598657
EPSP_PASSIVE,ND,581.7000,-43.629870
EPSP_PASSIVE,ND,581.8000,-43.657735
EPSP_PASSIVE,ND,581.9000,-43.699562
EPSP_PASSIVE,ND,582.0000,-43.732295
EPSP_PASSIVE,ND,582.1000,-43.717288
EPSP_PASSIVE,ND,582.2000,-43.700467
EPSP_PASSIVE,ND,582.3000,-43.686388
EPSP_PASSIVE,ND,582.4000,-43.664868
EPSP_PASSIVE,ND,582.5000,-43.666619
EPSP_PASSIVE,ND,582.6000,-43.670959
EPSP_PASSIVE,ND,582.7000,-43.684063
EPSP_PASSIVE,ND,582.8000,-43.717203
EPSP_PASSIVE,ND,582.9000,-43.753981
EPSP_PASSIVE,ND,583.0000,-43.791133
EPSP_PASSIVE,ND,583.1000,-43.792012
EPSP_PASSIVE,ND,583.2000,-43.776621
EPSP_PASSIVE,ND,583.3000,-43.749462
EPSP_PASSIVE,ND,583.4000,-43.707985
EPSP_PASSIVE,ND,583.5000,-43.682383
EPSP_PASSIVE,ND,583.6000,-43.654429
EPSP_PASSIVE,ND,583.7000,-43.622483
EPSP_PASSIVE,ND,583.8000,-43.605768
EPSP_PASSIVE,ND,583.9000,-43.599726
EPSP_PASSIVE,ND,584.0000,-43.604910
EPSP_PASSIVE,ND,584.1000,-43.579884
EPSP_PASSIVE,ND,584.2000,-43.528091
EPSP_PASSIVE,ND,584.3000,-43.489836
EPSP_PASSIVE,ND,584.4000,-43.448417
EPSP_PASSIVE,ND,584.5000,-43.404556
EPSP_PASSIVE,ND,584.6000,-43.372197
EPSP_PASSIVE,ND,584.7000,-43.338142
EPSP_PASSIVE,ND,584.8000,-43.317863
EPSP_PASSIVE,ND,584.9000,-43.303762
EPSP_PASSIVE,ND,585.0000,-43.307953
EPSP_PASSIVE,ND,585.1000,-42.874156
EPSP_PASSIVE,ND,585.2000,-42.510217
EPSP_PASSIVE,ND,585.3000,-42.233125
EPSP_PASSIVE,ND,585.4000,-42.039319
EPSP_PASSIVE,ND,585.5000,-41.892995
EPSP_PASSIVE,ND,585.6000,-41.775650
EPSP_PASSIVE,ND,585.7000,-41.698031
EPSP_PASSIVE,ND,585.8000,-41.651179
EPSP_PASSIVE,ND,585.9000,-41.626117
EPSP_PASSIVE,ND,586.0000,-41.616331
EPSP_PASSIVE,ND,586.1000,-41.502040
EPSP_PASSIVE,ND,586.2000,-41.392398
EPSP_PASSIVE,ND,586.3000,-41.316557
EPSP_PASSIVE,ND,586.4000,-41.261467
EPSP_PASSIVE,ND,586.5000,-41.237686
EPSP_PASSIVE,ND,586.6000,-41.219051
EPSP_PASSIVE,ND,586.7000,-41.215221
EPSP_PASSIVE,ND,586.8000,-41.243135
EPSP_PASSIVE,ND,586.9000,-41.261872
EPSP_PASSIVE,ND,587.0000,-41.302450
EPSP_PASSIVE,ND,587.1000,-41.249356
EPSP_PASSIVE,ND,587.2000,-41.218719
EPSP_PASSIVE,ND,587.3000,-41.205466
EPSP_PASSIVE,ND,587.4000,-41.203409
EPSP_PASSIVE,ND,587.5000,-41.214684
EPSP_PASSIVE,ND,587.6000,-41.239457
EPSP_PASSIVE,ND,587.7000,-41.271781
EPSP_PASSIVE,ND,587.8000,-41.335530
EPSP_PASSIVE,ND,587.9000,-41.393396
EPSP_PASSIVE,ND,588.0000,-41.463477
EPSP_PASSIVE,ND,588.1000,-41.290584
EPSP_PASSIVE,ND,588.2000,-41.220950
EPSP_PASSIVE,ND,588.3000,-41.205019
EPSP_PASSIVE,ND,588.4000,-41.215765
EPSP_PASSIVE,ND,588.5000,-41.237510
EPSP_PASSIVE,ND,588.6000,-41.272709
EPSP_PASSIVE,ND,588.7000,-41.330271
EPSP_PASSIVE,ND,588.8000,-41.371238
EPSP_PASSIVE,ND,588.9000,-41.439290
EPSP_PASSIVE,ND,589.0000,-41.500274
EPSP_PASSIVE,ND,589.1000,-41.517661
EPSP_PASSIVE,ND,589.2000,-41.512960
EPSP_PASSIVE,ND,589.3000,-41.511436
EPSP_PASSIVE,ND,589.4000,-41.512303
EPSP_PASSIVE,ND,589.5000,-41.525971
EPSP_PASSIVE,ND,589.6000,-41.566454
EPSP_PASSIVE,ND,589.7000,-41.603477
EPSP_PASSIVE,ND,589.8000,-41.647523
EPSP_PASSIVE,ND,589.9000,-41.714214
EPSP_PASSIVE,ND,590.0000,-41.776748
EPSP_PASSIVE,ND,590.1000,-41.843425
EPSP_PASSIVE,ND,590.2000,-41.898243
EPSP_PASSIVE,ND,590.3000,-41.962872
EPSP_PASSIVE,ND,590.4000,-42.032034
EPSP_PASSIVE,ND,590.5000,-42.107137
EPSP_PASSIVE,ND,590.6000,-42.172416
EPSP_PASSIVE,ND,590.7000,-42.250032
EPSP_PASSIVE,ND,590.8000,-42.324146
EPSP_PASSIVE,ND,590.9000,-42.405869
EPSP_PASSIVE,ND,591.0000,-42.492211
EPSP_PASSIVE,ND,591.1000,-42.570763
EPSP_PASSIVE,ND,591.2000,-42.656584
EPSP_PASSIVE,ND,591.3000,-42.737896
EPSP_PASSIVE,ND,591.4000,-42.803850
EPSP_PASSIVE,ND,591.5000,-42.890247
EPSP_PASSIVE,ND,591.6000,-42.955972
EPSP_PASSIVE,ND,591.7000,-43.041513
EPSP_PASSIVE,ND,591.8000,-43.123808
EPSP_PASSIVE,ND,591.9000,-43.200129
EPSP_PASSIVE,ND,592.0000,-43.287535
EPSP_PASSIVE,ND,592.1000,-43.304108
EPSP_PASSIVE,ND,592.2000,-43.291699
EPSP_PASSIVE,ND,592.3000,-43.293050
EPSP_PASSIVE,ND,592.4000,-43.278772
EPSP_PASSIVE,ND,592.5000,-43.293273
EPSP_PASSIVE,ND,592.6000,-43.303395
EPSP_PASSIVE,ND,592.7000,-43.334979
EPSP_PASSIVE,ND,592.8000,-43.366089
EPSP_PASSIVE,ND,592.9000,-43.403241
EPSP_PASSIVE,ND,593.0000,-43.437438
EPSP_PASSIVE,ND,593.1000,-43.314986
EPSP_PASSIVE,ND,593.2000,-43.209304
EPSP_PASSIVE,ND,593.3000,-43.137717
EPSP_PASSIVE,ND,593.4000,-43.090702
EPSP_PASSIVE,ND,593.5000,-43.048458
EPSP_PASSIVE,ND,593.6000,-43.050769
EPSP_PASSIVE,ND,593.7000,-43.060838
EPSP_PASSIVE,ND,593.8000,-43.090866
EPSP_PASSIVE,ND,593.9000,-43.115182
EPSP_PASSIVE,ND,594.0000,-43.154166
EPSP_PASSIVE,ND,594.1000,-43.135573
EPSP_PASSIVE,ND,594.2000,-43.120034
EPSP_PASSIVE,ND,594.3000,-43.124679
EPSP_PASSIVE,ND,594.4000,-43.130879
EPSP_PASSIVE,ND,594.5000,-43.145542
EPSP_PASSIVE,ND,594.6000,-43.178775
EPSP_PASSIVE,ND,594.7000,-43.218091
EPSP_PASSIVE,ND,594.8000,-43.260861
EPSP_PASSIVE,ND,594.9000,-43.297356
EPSP_PASSIVE,ND,595.0000,-43.345968
EPSP_PASSIVE,ND,595.1000,-43.362346
EPSP_PASSIVE,ND,595.2000,-43.369078
EPSP_PASSIVE,ND,595.3000,-43.382086
EPSP_PASSIVE,ND,595.4000,-43.382988
EPSP_PASSIVE,ND,595.5000,-43.399249
EPSP_PASSIVE,ND,595.6000,-43.423283
EPSP_PASSIVE,ND,595.7000,-43.456148
EPSP_PASSIVE,ND,595.8000,-43.485256
EPSP_PASSIVE,ND,595.9000,-43.532800
EPSP_PASSIVE,ND,596.0000,-43.577417
EPSP_PASSIVE,ND,596.1000,-43.616832
EPSP_PASSIVE,ND,596.2000,-43.657257
EPSP_PASSIVE,ND,596.3000,-43.697178
EPSP_PASSIVE,ND,596.4000,-43.735705
EPSP_PASSIVE,ND,596.5000,-43.771769
EPSP_PASSIVE,ND,596.6000,-43.801661
EPSP_PASSIVE,ND,596.7000,-43.841618
EPSP_PASSIVE,ND,596.8000,-43.886619
EPSP_PASSIVE,ND,596.9000,-43.926816
EPSP_PASSIVE,ND,597.0000,-43.973016
EPSP_PASSIVE,ND,597.1000,-44.022959
EPSP_PASSIVE,ND,597.2000,-44.062474
EPSP_PASSIVE,ND,597.3000,-44.106286
EPSP_PASSIVE,ND,597.4000,-44.148835
EPSP_PASSIVE,ND,597.5000,-44.187180
EPSP_PASSIVE,ND,597.6000,-44.229928
EPSP_PASSIVE,ND,597.7000,-44.266819
EPSP_PASSIVE,ND,597.8000,-44.323269
EPSP_PASSIVE,ND,597.9000,-44.377226
EPSP_PASSIVE,ND,598.0000,-44.420500
EPSP_PASSIVE,ND,598.1000,-44.468001
EPSP_PASSIVE,ND,598.2000,-44.513191
EPSP_PASSIVE,ND,598.3000,-44.559137
EPSP_PASSIVE,ND,598.4000,-44.603832
EPSP_PASSIVE,ND,598.5000,-44.657502
EPSP_PASSIVE,ND,598.6000,-44.707902
EPSP_PASSIVE,ND,598.7000,-44.767537
EPSP_PASSIVE,ND,598.8000,-44.831993
EPSP_PASSIVE,ND,598.9000,-44.894330
EPSP_PASSIVE,ND,599.0000,-44.949136
EPSP_PASSIVE,ND,599.1000,-44.975072
EPSP_PASSIVE,ND,599.2000,-44.965079
EPSP_PASSIVE,ND,599.3000,-44.964077
EPSP_PASSIVE,ND,599.4000,-44.968790
EPSP_PASSIVE,ND,599.5000,-44.983609
EPSP_PASSIVE,ND,599.6000,-45.000175
EPSP_PASSIVE,ND,599.7000,-45.021687
EPSP_PASSIVE,ND,599.8000,-45.049430
EPSP_PASSIVE,ND,599.9000,-45.082444
EPSP_PASSIVE,ND,600.0000,-45.116832
EPSP_PASSIVE,ND,600.1000,-44.998508
EPSP_PASSIVE,ND,600.2000,-44.871720
EPSP_PASSIVE,ND,600.3000,-44.757333
EPSP_PASSIVE,ND,600.4000,-44.674558
EPSP_PASSIVE,ND,600.5000,-44.595539
EPSP_PASSIVE,ND,600.6000,-44.543845
EPSP_PASSIVE,ND,600.7000,-44.512344
EPSP_PASSIVE,ND,600.8000,-44.492629
EPSP_PASSIVE,ND,600.9000,-44.475630
EPSP_PASSIVE,ND,601.0000,-44.475388
EPSP_PASSIVE,ND,601.1000,-44.459364
EPSP_PASSIVE,ND,601.2000,-44.429405
EPSP_PASSIVE,ND,601.3000,-44.407150
EPSP_PASSIVE,ND,601.4000,-44.390813
EPSP_PASSIVE,ND,601.5000,-44.387007
EPSP_PASSIVE,ND,601.6000,-44.386810
EPSP_PASSIVE,ND,601.7000,-44.394131
EPSP_PASSIVE,ND,601.8000,-44.410532
EPSP_PASSIVE,ND,601.9000,-44.443657
EPSP_PASSIVE,ND,602.0000,-44.477972
EPSP_PASSIVE,ND,602.1000,-44.497035
EPSP_PASSIVE,ND,602.2000,-44.513239
EPSP_PASSIVE,ND,602.3000,-44.515983
EPSP_PASSIVE,ND,602.4000,-44.520270
EPSP_PASSIVE,ND,602.5000,-44.522805
EPSP_PASSIVE,ND,602.6000,-44.529333
EPSP_PASSIVE,ND,602.7000,-44.542919
EPSP_PASSIVE,ND,602.8000,-44.556498
EPSP_PASSIVE,ND,602.9000,-44.579710
EPSP_PASSIVE,ND,603.0000,-44.602114
EPSP_PASSIVE,ND,603.1000,-44.586019
EPSP_PASSIVE,ND,603.2000,-44.544703
EPSP_PASSIVE,ND,603.3000,-44.495393
EPSP_PASSIVE,ND,603.4000,-44.449764
EPSP_PASSIVE,ND,603.5000,-44.411711
EPSP_PASSIVE,ND,603.6000,-44.386946
EPSP_PASSIVE,ND,603.7000,-44.363836
EPSP_PASSIVE,ND,603.8000,-44.367839
EPSP_PASSIVE,ND,603.9000,-44.375385
EPSP_PASSIVE,ND,604.0000,-44.395549
EPSP_PASSIVE,ND,604.1000,-44.211955
EPSP_PASSIVE,ND,604.2000,-44.105903
EPSP_PASSIVE,ND,604.3000,-44.036685
EPSP_PASSIVE,ND,604.4000,-43.999118
EPSP_PASSIVE,ND,604.5000,-43.991831
EPSP_PASSIVE,ND,604.6000,-43.992738
EPSP_PASSIVE,ND,604.7000,-44.005938
EPSP_PASSIVE,ND,604.8000,-44.026623
EPSP_PASSIVE,ND,604.9000,-44.057953
EPSP_PASSIVE,ND,605.0000,-44.099834
EPSP_PASSIVE,ND,605.1000,-43.926098
EPSP_PASSIVE,ND,605.2000,-43.794160
EPSP_PASSIVE,ND,605.3000,-43.698709
EPSP_PASSIVE,ND,605.4000,-43.632768
EPSP_PASSIVE,ND,605.5000,-43.605854
EPSP_PASSIVE,ND,605.6000,-43.595766
EPSP_PASSIVE,ND,605.7000,-43.612640
EPSP_PASSIVE,ND,605.8000,-43.637445
EPSP_PASSIVE,ND,605.9000,-43.668055
EPSP_PASSIVE,ND,606.0000,-43.713730
EPSP_PASSIVE,ND,606.1000,-43.713686
EPSP_PASSIVE,ND,606.2000,-43.728823
EPSP_PASSIVE,ND,606.3000,-43.744291
EPSP_PASSIVE,ND,606.4000,-43.773179
EPSP_PASSIVE,ND,606.5000,-43.819756
EPSP_PASSIVE,ND,606.6000,-43.871263
EPSP_PASSIVE,ND,606.7000,-43.929384
EPSP_PASSIVE,ND,606.8000,-43.994230
EPSP_PASSIVE,ND,606.9000,-44.066304
EPSP_PASSIVE,ND,607.0000,-44.131744
EPSP_PASSIVE,ND,607.1000,-44.184526
EPSP_PASSIVE,ND,607.2000,-44.237619
EPSP_PASSIVE,ND,607.3000,-44.285663
EPSP_PASSIVE,ND,607.4000,-44.341744
EPSP_PASSIVE,ND,607.5000,-44.388172
EPSP_PASSIVE,ND,607.6000,-44.432783
EPSP_PASSIVE,ND,607.7000,-44.490099
EPSP_PASSIVE,ND,607.8000,-44.536930
EPSP_PASSIVE,ND,607.9000,-44.595917
EPSP_PASSIVE,ND,608.0000,-44.668305
EPSP_PASSIVE,ND,608.1000,-44.705906
EPSP_PASSIVE,ND,608.2000,-44.748136
EPSP_PASSIVE,ND,608.3000,-44.791254
EPSP_PASSIVE,ND,608.4000,-44.843806
EPSP_PASSIVE,ND,608.5000,-44.891706
EPSP_PASSIVE,ND,608.6000,-44.951837
EPSP_PASSIVE,ND,608.7000,-45.011263
EPSP_PASSIVE,ND,608.8000,-45.074605
EPSP_PASSIVE,ND,608.9000,-45.143081
EPSP_PASSIVE,ND,609.0000,-45.220172
EPSP_PASSIVE,ND,609.1000,-45.103550
EPSP_PASSIVE,ND,609.2000,-44.994169
EPSP_PASSIVE,ND,609.3000,-44.901599
EPSP_PASSIVE,ND,609.4000,-44.834349
EPSP_PASSIVE,ND,609.5000,-44.774809
EPSP_PASSIVE,ND,609.6000,-44.735580
EPSP_PASSIVE,ND,609.7000,-44.698154
EPSP_PASSIVE,ND,609.8000,-44.674244
EPSP_PASSIVE,ND,609.9000,-44.672874
EPSP_PASSIVE,ND,610.0000,-44.675033
EPSP_PASSIVE,ND,610.1000,-44.676255
EPSP_PASSIVE,ND,610.2000,-44.692763
EPSP_PASSIVE,ND,610.3000,-44.697438
EPSP_PASSIVE,ND,610.4000,-44.704790
EPSP_PASSIVE,ND,610.5000,-44.725445
EPSP_PASSIVE,ND,610.6000,-44.731936
EPSP_PASSIVE,ND,610.7000,-44.752468
EPSP_PASSIVE,ND,610.8000,-44.793803
EPSP_PASSIVE,ND,610.9000,-44.828950
EPSP_PASSIVE,ND,611.0000,-44.872881
EPSP_PASSIVE,ND,611.1000,-44.911705
EPSP_PASSIVE,ND,611.2000,-44.943310
EPSP_PASSIVE,ND,611.3000,-44.980741
EPSP_PASSIVE,ND,611.4000,-45.012820
EPSP_PASSIVE,ND,611.5000,-45.052247
EPSP_PASSIVE,ND,611.6000,-45.095583
EPSP_PASSIVE,ND,611.7000,-45.151627
EPSP_PASSIVE,ND,611.8000,-45.193688
EPSP_PASSIVE,ND,611.9000,-45.246462
EPSP_PASSIVE,ND,612.0000,-45.307464
EPSP_PASSIVE,ND,612.1000,-45.374702
EPSP_PASSIVE,ND,612.2000,-45.436755
EPSP_PASSIVE,ND,612.3000,-45.493685
EPSP_PASSIVE,ND,612.4000,-45.575387
EPSP_PASSIVE,ND,612.5000,-45.636221
EPSP_PASSIVE,ND,612.6000,-45.699430
EPSP_PASSIVE,ND,612.7000,-45.785071
EPSP_PASSIVE,ND,612.8000,-45.859222
EPSP_PASSIVE,ND,612.9000,-45.936865
EPSP_PASSIVE,ND,613.0000,-46.013354
EPSP_PASSIVE,ND,613.1000,-46.052351
EPSP_PASSIVE,ND,613.2000,-46.099300
EPSP_PASSIVE,ND,613.3000,-46.149720
EPSP_PASSIVE,ND,613.4000,-46.211752
EPSP_PASSIVE,ND,613.5000,-46.270352
EPSP_PASSIVE,ND,613.6000,-46.323312
EPSP_PASSIVE,ND,613.7000,-46.389072
EPSP_PASSIVE,ND,613.8000,-46.456490
EPSP_PASSIVE,ND,613.9000,-46.528643
EPSP_PASSIVE,ND,614.0000,-46.600712
EPSP_PASSIVE,ND,614.1000,-46.675222
EPSP_PASSIVE,ND,614.2000,-46.745460
EPSP_PASSIVE,ND,614.3000,-46.806879
EPSP_PASSIVE,ND,614.4000,-46.870354
EPSP_PASSIVE,ND,614.5000,-46.940749
EPSP_PASSIVE,ND,614.6000,-47.003351
EPSP_PASSIVE,ND,614.7000,-47.071197
EPSP_PASSIVE,ND,614.8000,-47.132985
EPSP_PASSIVE,ND,614.9000,-47.207393
EPSP_PASSIVE,ND,615.0000,-47.269674
EPSP_PASSIVE,ND,615.1000,-47.156609
EPSP_PASSIVE,ND,615.2000,-47.066725
EPSP_PASSIVE,ND,615.3000,-47.012605
EPSP_PASSIVE,ND,615.4000,-46.991046
EPSP_PASSIVE,ND,615.5000,-46.983610
EPSP_PASSIVE,ND,615.6000,-46.987293
EPSP_PASSIVE,ND,615.7000,-47.010801
EPSP_PASSIVE,ND,615.8000,-47.048352
EPSP_PASSIVE,ND,615.9000,-47.083270
EPSP_PASSIVE,ND,616.0000,-47.125659
EPSP_PASSIVE,ND,616.1000,-47.145611
EPSP_PASSIVE,ND,616.2000,-47.140314
EPSP_PASSIVE,ND,616.3000,-47.141105
EPSP_PASSIVE,ND,616.4000,-47.141419
EPSP_PASSIVE,ND,616.5000,-47.149695
EPSP_PASSIVE,ND,616.6000,-47.159592
EPSP_PASSIVE,ND,616.7000,-47.181416
EPSP_PASSIVE,ND,616.8000,-47.209940
EPSP_PASSIVE,ND,616.9000,-47.247565
EPSP_PASSIVE,ND,617.0000,-47.281978
EPSP_PASSIVE,ND,617.1000,-47.287649
EPSP_PASSIVE,ND,617.2000,-47.293615
EPSP_PASSIVE,ND,617.3000,-47.298843
EPSP_PASSIVE,ND,617.4000,-47.323812
EPSP_PASSIVE,ND,617.5000,-47.336054
EPSP_PASSIVE,ND,617.6000,-47.363529
EPSP_PASSIVE,ND,617.7000,-47.386809
EPSP_PASSIVE,ND,617.8000,-47.426692
EPSP_PASSIVE,ND,617.9000,-47.468456
EPSP_PASSIVE,ND,618.0000,-47.513283
EPSP_PASSIVE,ND,618.1000,-47.543489
EPSP_PASSIVE,ND,618.2000,-47.580996
EPSP_PASSIVE,ND,618.3000,-47.600868
EPSP_PASSIVE,ND,618.4000,-47.633529
EPSP_PASSIVE,ND,618.5000,-47.669965
EPSP_PASSIVE,ND,618.6000,-47.699802
EPSP_PASSIVE,ND,618.7000,-47.736564
EPSP_PASSIVE,ND,618.8000,-47.773432
EPSP_PASSIVE,ND,618.9000,-47.819060
EPSP_PASSIVE,ND,619.0000,-47.868366
EPSP_PASSIVE,ND,619.1000,-47.906079
EPSP_PASSIVE,ND,619.2000,-47.946946
EPSP_PASSIVE,ND,619.3000,-47.989574
EPSP_PASSIVE,ND,619.4000,-48.031662
EPSP_PASSIVE,ND,619.5000,-48.072739
EPSP_PASSIVE,ND,619.6000,-48.117238
EPSP_PASSIVE,ND,619.7000,-48.167969
EPSP_PASSIVE,ND,619.8000,-48.220266
EPSP_PASSIVE,ND,619.9000,-48.271490
EPSP_PASSIVE,ND,620.0000,-48.317002
EPSP_PASSIVE,ND,620.1000,-48.340293
EPSP_PASSIVE,ND,620.2000,-48.345854
EPSP_PASSIVE,ND,620.3000,-48.353506
EPSP_PASSIVE,ND,620.4000,-48.356349
EPSP_PASSIVE,ND,620.5000,-48.370213
EPSP_PASSIVE,ND,620.6000,-48.384981
EPSP_PASSIVE,ND,620.7000,-48.403342
EPSP_PASSIVE,ND,620.8000,-48.414750
EPSP_PASSIVE,ND,620.9000,-48.437822
EPSP_PASSIVE,ND,621.0000,-48.466339
EPSP_PASSIVE,ND,621.1000,-48.442593
EPSP_PASSIVE,ND,621.2000,-48.409132
EPSP_PASSIVE,ND,621.3000,-48.382723
EPSP_PASSIVE,ND,621.4000,-48.354816
EPSP_PASSIVE,ND,621.5000,-48.336424
EPSP_PASSIVE,ND,621.6000,-48.332676
EPSP_PASSIVE,ND,621.7000,-48.325315
EPSP_PASSIVE,ND,621.8000,-48.317667
EPSP_PASSIVE,ND,621.9000,-48.329477
EPSP_PASSIVE,ND,622.0000,-48.339890
EPSP_PASSIVE,ND,622.1000,-48.273447
EPSP_PASSIVE,ND,622.2000,-48.219377
EPSP_PASSIVE,ND,622.3000,-48.187299
EPSP_PASSIVE,ND,622.4000,-48.165778
EPSP_PASSIVE,ND,622.5000,-48.161850
EPSP_PASSIVE,ND,622.6000,-48.161855
EPSP_PASSIVE,ND,622.7000,-48.165693
EPSP_PASSIVE,ND,622.8000,-48.190022
EPSP_PASSIVE,ND,622.9000,-48.207636
EPSP_PASSIVE,ND,623.0000,-48.227045
EPSP_PASSIVE,ND,623.1000,-48.255204
EPSP_PASSIVE,ND,623.2000,-48.285913
EPSP_PASSIVE,ND,623.3000,-48.329084
EPSP_PASSIVE,ND,623.4000,-48.365170
EPSP_PASSIVE,ND,623.5000,-48.397139
EPSP_PASSIVE,ND,623.6000,-48.444524
EPSP_PASSIVE,ND,623.7000,-48.489409
EPSP_PASSIVE,ND,623.8000,-48.532689
EPSP_PASSIVE,ND,623.9000,-48.575473
EPSP_PASSIVE,ND,624.0000,-48.631518
EPSP_PASSIVE,ND,624.1000,-48.469806
EPSP_PASSIVE,ND,624.2000,-48.335501
EPSP_PASSIVE,ND,624.3000,-48.261751
EPSP_PASSIVE,ND,624.4000,-48.224391
EPSP_PASSIVE,ND,624.5000,-48.217531
EPSP_PASSIVE,ND,624.6000,-48.219389
EPSP_PASSIVE,ND,624.7000,-48.244936
EPSP_PASSIVE,ND,624.8000,-48.274180
EPSP_PASSIVE,ND,624.9000,-48.317143
EPSP_PASSIVE,ND,625.0000,-48.364158
EPSP_PASSIVE,ND,625.1000,-48.289239
EPSP_PASSIVE,ND,625.2000,-48.202440
EPSP_PASSIVE,ND,625.3000,-48.135118
EPSP_PASSIVE,ND,625.4000,-48.085820
EPSP_PASSIVE,ND,625.5000,-48.052789
EPSP_PASSIVE,ND,625.6000,-48.037810
EPSP_PASSIVE,ND,625.7000,-48.032531
EPSP_PASSIVE,ND,625.8000,-48.037627
EPSP_PASSIVE,ND,625.9000,-48.051220
EPSP_PASSIVE,ND,626.0000,-48.076629
EPSP_PASSIVE,ND,626.1000,-48.084439
EPSP_PASSIVE,ND,626.2000,-48.087300
EPSP_PASSIVE,ND,626.3000,-48.075394
EPSP_PASSIVE,ND,626.4000,-48.073539
EPSP_PASSIVE,ND,626.5000,-48.077041
EPSP_PASSIVE,ND,626.6000,-48.080569
EPSP_PASSIVE,ND,626.7000,-48.095032
EPSP_PASSIVE,ND,626.8000,-48.111508
EPSP_PASSIVE,ND,626.9000,-48.143109
EPSP_PASSIVE,ND,627.0000,-48.162788
EPSP_PASSIVE,ND,627.1000,-48.139710
EPSP_PASSIVE,ND,627.2000,-48.102963
EPSP_PASSIVE,ND,627.3000,-48.073292
EPSP_PASSIVE,ND,627.4000,-48.053775
EPSP_PASSIVE,ND,627.5000,-48.049990
EPSP_PASSIVE,ND,627.6000,-48.065624
EPSP_PASSIVE,ND,627.7000,-48.088059
EPSP_PASSIVE,ND,627.8000,-48.119965
EPSP_PASSIVE,ND,627.9000,-48.153726
EPSP_PASSIVE,ND,628.0000,-48.189657
EPSP_PASSIVE,ND,628.1000,-48.119374
EPSP_PASSIVE,ND,628.2000,-48.004836
EPSP_PASSIVE,ND,628.3000,-47.878333
EPSP_PASSIVE,ND,628.4000,-47.783298
EPSP_PASSIVE,ND,628.5000,-47.708761
EPSP_PASSIVE,ND,628.6000,-47.639791
