,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10
RHO0_GABA,-0.5657404487615837,0.02789625371779284,0.2522985994567062,-0.08030121713464475,-0.0328258336434124,-0.0411753105708966,-0.06106822781349181,-0.05430687686446024,0.0181491374791496,0.16347205684721391
LAMBDA_GABA_UM,0.3592839396178457,0.24045611502511705,-0.1779039734738926,-0.21900509260224849,-0.044834294085464646,0.08195736775474341,-0.13918469756017415,0.16455689783419072,0.10329642265599287,-0.05108685367697517
W_ACH_US,-0.4885944874895619,-0.04859072560394161,0.017779439771855202,-0.07555110885801107,-0.01494894486092159,0.08977487149273841,-0.01166470375388443,0.03731617872064123,0.08366003394867688,-0.08977477278991977
W_GABA_US,0.44694726459914014,-0.17085445194939994,0.22406012666204986,-0.02772619223348206,-0.22262115792529227,-0.09956717219298349,0.004587605469613349,0.000842913387321463,-0.009747984064088356,0.028668075545563918
AIS_LENGTH_UM,-0.42644742331749763,-0.2072111393991568,0.184774847965155,-0.19883730997433768,0.1795681246062731,-0.009553195146533298,-0.07274051318133005,0.052557640798313425,-0.09115683027866871,-0.028781188869291124
AIS_DIAMETER_UM,0.23014823268346338,-0.19311368319149355,0.0022268039227944215,-0.08532484450932405,0.18714649176334208,-0.012395227029941213,0.11938860252464252,-0.4565122918301574,0.0012220730142697576,0.026365697526004192
GNMDA_DEND,-0.4130363242949011,0.07707850461261266,-0.1583098170334868,-0.07456137150076489,0.037636156007722,0.06820967104363092,-0.2833773775805461,-0.000780804463347108,-0.07515930442193469,0.20353085928923312
MG_CONC_MM,0.2508625052100292,0.34688238617790296,-0.3050068705262077,0.028914248044012138,-0.12047140354617739,0.3533879154311705,-0.08112655704470492,0.19735652163232284,-0.06117260073452277,0.15271722370728325
VOFF_NMDA,0.05068168024902024,-0.24554848870173596,0.11134532937472436,-0.27585343770081083,0.028231813736241455,-0.17003352839954253,-0.03157655719662934,0.057227697910056344,0.13146065165932064,-0.10970346828870109
NAV16_DEND_DISTAL,0.015340731022519474,-0.02831809304162007,-0.03019453027461655,0.17437721572277334,-0.08664514118741601,-0.02498367446479189,-0.04051279452505944,-0.18891804171725315,0.023926725517001913,-0.05638741931718756
NAP_DEND_DISTAL,-0.43750761839709057,-0.08516892304331596,0.21433729481434782,-0.07157376161173208,-0.01887037544659154,-0.0797876136074833,-0.0059033159013929925,-0.009669416762669443,-0.1399272280665126,0.05071782403496561
num_primary_branches,-0.34389459282069856,0.3033987187844062,-0.1095461666260745,0.12990965495663023,-0.11738032117832602,0.043108320509692336,-0.06886244897063495,0.13189380931628988,0.13167092357783025,0.1780796310889038
branch_prob_per_um,-0.37018353081994326,-0.15036030219681026,0.13813304999389656,-0.057031075615428445,0.10522838196664898,-0.14313047964987355,0.17698862459453343,-0.1862301191454254,-0.1552601797890889,-0.14615588646809763
max_strahler_depth,0.23539544364341927,0.13611788847967649,-0.06891247307976582,0.17263665235945652,-0.3015796136642978,0.04567331079286905,-0.17148421307274478,-0.11570200897094002,0.1272044374539625,-0.010227637186160043
mean_branching_angle_deg,0.21468014981392264,-0.09587415750789689,0.10901646754209053,-0.2861995956081117,0.13371687864292478,0.06159486303919928,0.04600558171938554,-0.039968149020292096,-0.15418157221283937,-0.025041284214350073
rall_exponent,0.1463370119964432,0.01717621038993714,-0.21063941414713502,-0.07034206642269353,-0.06685520214487256,0.30356002745913196,0.06793483340367001,0.17695176098757542,0.04746203286199916,0.21984951735785296
soma_offset_pd_um,0.6677423772343197,0.043407951131864374,-0.20202837263916568,-0.018070156538406646,0.04164920529220738,0.050938883890101656,-0.0658885358780158,0.009096889328551187,0.14883738706401395,-0.1318940370131374
field_elongation_pd,-0.3719017466171267,-0.28247940419496037,0.14097056870345606,-0.0349386882058034,0.22743409043330792,-0.09716704511266502,0.10961490463548788,-0.03699447592163007,-0.05578176513048448,-0.08014490610561469
branch_density_gradient_pd,-0.010332740391421267,-0.21108717519326747,-0.09257778418478671,-0.109745035498549,-0.023598772438430966,0.3478505955045259,0.04417288796246793,-0.19677042582562967,-0.06723300828413517,0.09780062883279302
primary_branch_pd_concentration,0.37607670873101845,-0.11311856154187219,0.05349315073136291,-0.20895148451926374,0.11107345886247182,0.4568426188177393,0.16415904495012285,-0.009725873319876859,0.04892897922602368,-0.024806748671191883
mean_segment_length_um,-0.33555679454214415,-0.10069461178167487,0.07786052109642182,-0.26872941911927456,-0.0913199801032382,-0.2077324711419721,-0.168900606006577,0.04655071360500045,0.10959124423377015,0.1528754583355505
soma_diameter_um,0.1499459218943256,-0.42676770985235807,0.03911860287532183,-0.11898676344974243,0.062081133329062996,-0.04689170961636287,0.10116247040814784,-0.2325150566953947,-0.22469733343917306,-0.02022321342609525
ais_length_um,0.048387421086460464,-0.19557217239723973,0.005320421896589989,-0.10672038469775673,0.1336841259656586,-0.06434516989962896,0.16664522487509661,0.04802294418524363,0.013261624605912814,-0.12843392426221686
morph_seed,-0.3017656580594077,0.020432885188846735,-0.09858262385433614,0.1646723563487397,0.10557814593485887,0.07014802869932166,-0.25629026232568464,-0.08020500889493287,0.03678416469045518,0.0084053609164897
branch_length_cv,0.20201099132659883,0.12860298007565713,0.2874411078282007,0.04977002149112572,-0.11479847821665087,0.24161297693357078,-0.04075828045905439,-0.023660768291724893,-0.13503956585998758,0.07298482825613996
