condition_id,channel_kind,density_label,density_ms_cm2,angle_deg,trial_seed,trial_mode,n_spikes,firing_rate_hz,peak_vm_mv,baseline_vm_mv,is_unstable
bk_med,BK,med,1.0,120.0,1,FULL,10,10.0,44.06694942008669,-36.067487499808855,False
bk_med,BK,med,1.0,120.0,2,FULL,7,7.0,43.49807108544776,-36.79207624035357,False
bk_med,BK,med,1.0,120.0,3,FULL,9,9.0,43.067463649538105,-36.85098683661789,False
bk_med,BK,med,1.0,120.0,4,FULL,10,10.0,43.12452493209803,-36.454149794915416,False
bk_med,BK,med,1.0,120.0,5,FULL,9,9.0,43.74930225247754,-36.58761892532951,False
bk_med,BK,med,1.0,150.0,1,FULL,10,10.0,44.06694942008669,-36.067487499808855,False
bk_med,BK,med,1.0,150.0,2,FULL,7,7.0,43.49807108544776,-36.79207624035357,False
bk_med,BK,med,1.0,150.0,3,FULL,9,9.0,43.067463649538105,-36.85098683661789,False
bk_med,BK,med,1.0,150.0,4,FULL,10,10.0,43.12452493209803,-36.454149794915416,False
bk_med,BK,med,1.0,150.0,5,FULL,9,9.0,43.74930225247754,-36.58761892532951,False
bk_med,BK,med,1.0,180.0,1,FULL,10,10.0,44.06694942008669,-36.067487499808855,False
bk_med,BK,med,1.0,180.0,2,FULL,7,7.0,43.49807108544776,-36.79207624035357,False
bk_med,BK,med,1.0,180.0,3,FULL,9,9.0,43.067463649538105,-36.85098683661789,False
bk_med,BK,med,1.0,180.0,4,FULL,10,10.0,43.12452493209803,-36.454149794915416,False
bk_med,BK,med,1.0,180.0,5,FULL,9,9.0,43.74930225247754,-36.58761892532951,False
bk_med,BK,med,1.0,210.0,1,FULL,12,12.0,43.867041560159144,-37.83524620909266,False
bk_med,BK,med,1.0,210.0,2,FULL,8,8.0,43.07675474987627,-37.933681079247535,False
bk_med,BK,med,1.0,210.0,3,FULL,12,12.0,43.067384222044225,-37.781048228389665,False
bk_med,BK,med,1.0,210.0,4,FULL,10,10.0,43.048153964449966,-38.13290801956987,False
bk_med,BK,med,1.0,210.0,5,FULL,8,8.0,43.28304894245492,-38.47492380267274,False
bk_med,BK,med,1.0,240.0,1,FULL,16,16.0,43.955346355648615,-52.515630561448624,False
bk_med,BK,med,1.0,240.0,2,FULL,16,16.0,43.044177099956684,-52.31685547846371,False
bk_med,BK,med,1.0,240.0,3,FULL,13,13.0,43.540742571425,-52.68835664446056,False
bk_med,BK,med,1.0,240.0,4,FULL,15,15.0,43.58459060246949,-52.31052636603937,False
bk_med,BK,med,1.0,240.0,5,FULL,15,15.0,44.1122530644812,-52.382542822591326,False
bk_med,BK,med,1.0,270.0,1,FULL,17,17.0,43.356502803208116,-59.54451281111609,False
