gnmda_ns,angle_deg,trial_seed,sample_idx,t_ms,voltage_mv
0.000000,0,1,528,110.1000,-66.2524
0.000000,0,1,536,110.1903,-66.2489
0.000000,0,1,544,110.8264,-66.2232
0.000000,0,1,552,110.9897,-66.2378
0.000000,0,1,560,111.2250,-66.2559
0.000000,0,1,568,111.2841,-66.2600
0.000000,0,1,576,111.3510,-66.2623
0.000000,0,1,584,111.5161,-66.2566
0.000000,0,1,592,111.5705,-66.2509
0.000000,0,1,600,111.6334,-66.2400
0.000000,0,1,608,111.7401,-66.2134
0.000000,0,1,616,111.9181,-66.1487
0.000000,0,1,624,112.0206,-66.1032
0.000000,0,1,632,112.1356,-66.0469
0.000000,0,1,640,112.2551,-65.9825
0.000000,0,1,648,112.2932,-65.9597
0.000000,0,1,656,112.5050,-65.8059
0.000000,0,1,664,112.5989,-65.7284
0.000000,0,1,672,113.0626,-65.3570
0.000000,0,1,680,113.2250,-65.2645
0.000000,0,1,688,113.3525,-65.1970
0.000000,0,1,696,113.4287,-65.1554
0.000000,0,1,704,113.6201,-65.0539
0.000000,0,1,712,113.7582,-64.9860
0.000000,0,1,720,113.8442,-64.9452
0.000000,0,1,728,114.3031,-64.7625
0.000000,0,1,736,115.3980,-65.0113
0.000000,0,1,744,115.7092,-65.2299
0.000000,0,1,752,115.8917,-65.3694
0.000000,0,1,760,116.0687,-65.4999
0.000000,0,1,768,116.2200,-65.5998
0.000000,0,1,776,116.2600,-65.6237
0.000000,0,1,784,116.3364,-65.6655
0.000000,0,1,792,116.8027,-65.8199
0.000000,0,1,800,117.6050,-66.0919
0.000000,0,1,808,117.7350,-66.1472
0.000000,0,1,816,117.8269,-66.1813
0.000000,0,1,824,118.3323,-66.3212
0.000000,0,1,832,118.8755,-66.4980
0.000000,0,1,840,119.0108,-66.5515
0.000000,0,1,848,119.3500,-66.6721
0.000000,0,1,856,119.4300,-66.6990
0.000000,0,1,864,119.5271,-66.7246
0.000000,0,1,872,119.9942,-66.7652
0.000000,0,1,880,120.8750,-66.9174
0.000000,0,1,888,121.0161,-66.9556
0.000000,0,1,896,121.6434,-67.0964
0.000000,0,1,904,121.9006,-67.1689
0.000000,0,1,912,122.1700,-67.2280
0.000000,0,1,920,122.2505,-67.2393
0.000000,0,1,928,122.8015,-67.2539
0.000000,0,1,936,124.0672,-67.4917
0.000000,0,1,944,124.1416,-67.5153
0.000000,0,1,952,124.5177,-67.5943
0.000000,0,1,960,125.5777,-67.7998
0.000000,0,1,968,127.5230,-68.3334
0.000000,0,1,976,130.8650,-68.8344
0.000000,0,1,984,130.9054,-68.8358
0.000000,0,1,992,131.2396,-68.8035
0.000000,0,1,1000,132.0772,-68.6443
0.000000,0,1,1008,133.7550,-68.4899
0.000000,0,1,1016,133.7843,-68.4886
0.000000,0,1,1024,134.1255,-68.4338
0.000000,0,1,1032,135.1870,-68.2066
0.000000,0,1,1040,138.0738,-68.0902
0.000000,0,1,1048,142.1570,-67.9948
0.000000,0,1,1056,150.5855,-67.2851
0.000000,0,1,1064,155.4073,-66.8527
0.000000,0,1,1072,160.4045,-66.4534
0.000000,0,1,1080,165.4017,-66.1078
0.000000,0,1,1088,174.3304,-65.6107
0.000000,0,1,1096,192.7302,-65.0073
0.000000,0,1,1104,213.3323,-64.7227
0.000000,0,1,1112,249.9455,-64.5868
0.000000,0,1,1120,366.2533,-64.5593
0.000000,0,1,1128,480.7228,-64.5612
0.000000,0,1,1136,564.4487,-64.5606
0.000000,0,1,1144,648.1747,-64.5612
0.000000,0,1,1152,731.9006,-64.5612
0.000000,0,1,1160,815.6266,-64.5612
0.000000,0,1,1168,899.3525,-64.5613
0.000000,0,1,1176,983.0785,-64.5615
0.000000,0,1,1184,1066.8044,-64.5620
0.000000,0,1,1192,1150.5303,-64.5612
0.000000,0,1,1200,1270.7744,-64.5624
0.000000,0,2,0,0.0000,-65.0000
0.000000,0,2,8,0.0707,-64.9854
0.000000,0,2,16,0.6925,-64.9161
0.000000,0,2,24,5.7031,-64.6221
0.000000,0,2,32,14.5994,-64.5431
0.000000,0,2,40,23.4957,-64.5550
0.000000,0,2,48,32.3920,-64.5604
0.000000,0,2,56,41.2882,-64.5625
0.000000,0,2,64,61.0579,-64.5615
0.000000,0,2,72,100.0080,-64.5602
0.000000,0,2,80,100.0488,-64.5279
0.000000,0,2,88,100.0700,-64.4918
0.000000,0,2,96,100.1142,-64.3816
0.000000,0,2,104,100.3250,-63.3674
